item.name,item.id,item.username,"item.public_metrics[""followers_count""]","item.public_metrics[""following_count""]","item.public_metrics[""tweet_count""]","item.public_metrics[""listed_count""]"
Kitco NEWS,138513820,KitcoNewsNOW,101060,1862,64463,1316
Don Huffines,1963156225,DonHuffines,37251,340,2367,270
The Block,963767159536209921,TheBlock__,219788,39,16959,3356
Crypto Adventure,798107102732500992,CryptoAdventure,102640,3961,12689,211
Peter McLasso ☠️,893818632089763840,PeterMcCormack,455295,2767,46303,4505
Samson Mow,14654494,Excellion,199278,2718,41247,3054
WendyO.eth,935742315389444096,CryptoWendyO,249076,920,28436,2256
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
Cabot Phillips,2224079705,cabot_phillips,45540,612,8908,309
Sarah Harris,327040327,iamsarahharris,185316,232,2547,340
Lark Davis,30325257,TheCryptoLark,863451,448,39045,5309
𝚃𝚒𝚏𝚏𝚊𝚗𝚢 𝙷𝚊𝚢𝚍𝚎𝚗,2680350607,haydentiff,74465,6395,167575,1755
Andreas,1469101279,aantonop,696990,0,30907,10556
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
Naya Dane,370092278,NayaDane,1985,49,3735,2
stacks.btc,3285797414,Stacks,107455,165,4894,1693
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Watcher.Guru,1387497871751196672,WatcherGuru,575224,20,4401,961
Bitcoin Magazine,361289499,BitcoinMagazine,2042007,679,20264,12389
Injective 🥷,1062118922147659776,InjectiveLabs,99975,192,1882,823
Sapna Singh,828315301183909889,EarnWithSapna,176948,416,1311,88
Eric Balchunas,149571760,EricBalchunas,96094,2523,47104,1875
The Independent,16973333,Independent,3655545,396,1218969,25944
LeGate,38029205,williamlegate,179123,5207,128689,1070
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
Amrita Bhinder 🇮🇳,37396883,amritabhinder,156008,990,262568,340
MasterOv,706694847,master_ov,53496,3473,12001,93
Adam Milstein,93637779,AdamMilstein,165182,76063,1959,799
OKX (previously OKEx),867617849208037377,okx,742486,425,11990,3531
Engadget UK,2386872595,EngadgetUK,8885,13,78711,325
austin brady @22359 (GorillaPool.io),25063414,AustinOCTW,11308,239,3838,47
Erick Erickson,640893,EWErickson,202460,2587,4260,4608
Observer,15738599,observer,186097,58731,94380,4754
Jordan Schachtel @ dossier.substack.com,535643852,JordanSchachtel,170345,1134,35634,1203
Kristen Ruby,28014636,sparklingruby,13710,4490,8527,438
Beth Williams Liou,1163804689,BWilliLiou,4150,1449,17330,129
Alex McShane,1249174530930638848,mcshane_writes,10345,689,97,92
Unchained Capital,798698426259148800,unchainedcap,28057,641,4669,602
Kyle Becker,321954654,kylenabecker,219070,3932,40917,1391
Brad Loncar,274233761,bradloncar,49424,357,66696,1048
Real Vision,2320755170,RealVision,316449,1824,15801,3355
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
John Robb,7177512,johnrobb,38467,1710,22507,952
Josh Caplan,744070482832596992,joshdcaplan,105672,162,20804,584
Stears Business,2857405981,StearsBusiness,76790,72,84097,357
Mike Germano,10913242,mikegermano,8839,1992,10846,482
CNN Philippines,2811559122,cnnphilippines,1477255,399,593580,2841
U.S. News Investing,204916935,USNewsInvesting,14204,222,33534,476
Market Rebellion,817007725666242561,MarketRebels,183911,267,38677,1775
Scott Nover,1611627979,ScottNover,10864,2072,72956,324
Bloomberg,34713362,business,7858684,1372,759908,64632
Paul Vigna,22680719,paulvigna,35846,1711,35369,0
Calvin Ayre,32318850,CalvinAyre,31784,296,73080,696
MW Retirement News,851845962,MKTWRetirement,7292,9,9020,181
BitPay,915465450,BitPay,368830,141,13284,2904
Namcios,1273776346771132417,namcios,3568,583,1497,57
Hailey Lennon,3740778132,HaileyLennonBTC,74645,1549,34367,712
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Watcher.Guru,1387497871751196672,WatcherGuru,575224,20,4401,961
Scott Nover,1611627979,ScottNover,10864,2072,72956,324
Jim Swift,15146659,JimSwiftDC,31090,3653,159607,590
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
Bloomberg Asia,588261604,BloombergAsia,89539,561,263842,1396
Meetup,14591071,Meetup,66865,729,10256,1419
Bloomberg Opinion,227682918,bopinion,408648,734,215259,5853
"Michael A. Gayed, CFA",227755413,leadlagreport,581214,1,36175,2325
Trezor,1431204614,Trezor,164210,477,15388,1917
CNN France,31904265,CNNFrancePR,34587,6301,77592,653
🥷 Gokhshtein Media,1061044193269833728,gokhshteinmedia,63874,354,11214,145
CoinMarketCap,2260491445,CoinMarketCap,4730863,1826,16369,14301
Deepak Shenoy,8167022,deepakshenoy,169982,2240,111372,1741
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
FOX Business,56413858,FoxBusiness,807794,391,209768,7692
Oliver Renick,1580555131,OJRenick,13615,808,26374,285
Americas Society/Council of the Americas,26060210,ASCOA,29125,3945,45714,706
Alex McShane,1249174530930638848,mcshane_writes,10345,689,97,92
Numbrs,1251697254,Numbrs,171389,52,760,435
Raphael Schön,173602716,raphschoen,8722,783,6668,96
Okcoin,2445396642,Okcoin,154437,964,11280,1446
Bloomberg,34713362,business,7858684,1372,759908,64632
The Floor,978732571738755072,TheMoonCarl,968299,582,12546,3500
Drew,723583916708388864,RossowEsq,2744,5096,6699,61
Washington Football Team,36375662,WashingtonNFL,1339760,303,71760,7293
Jay Gould,1414971,jaygould,65947,470,4285,311
Ramsen ♔ ‎ܪܡܣܢ,294803859,Ramsen_,1910,960,25688,29
Peter McLasso ☠️,893818632089763840,PeterMcCormack,455295,2767,46303,4505
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Robert Burgess,2724082992,BobOnMarkets,8806,1321,25816,347
Jiten Jain,74950311,jiten_jain,6044,1487,2923,37
Paul R. La Monica,104952689,LaMonicaBuzz,49292,4893,137613,1510
MEXC Global,978566222282444800,MEXC_Global,382299,923,8657,1328
Bloomberg Green,783719151684685824,climate,71863,121,31684,1500
Independent Premium,1044844792126033925,indypremium,4053,1,50226,43
Matthew Diemer for US Congress Ohio,913796543295062016,MatthewDiemer,9291,3363,8548,60
New Scientist,19658826,newscientist,4074500,248,91552,33856
The Thom & Hawk Football Show,978422217125126144,ThomaHawkShow,19483,225,2268,94
Ray Young,374858898,rayfordyoung,17810,126,15891,70
Senator Ted Cruz,1074480192,SenTedCruz,2330016,5552,18322,10640
Crypto Daily™,910120075637686272,cryptodailyuk,67646,1601,16506,168
Miami Herald Opinion,1599535267,HeraldOpEd,4518,663,10540,153
Dan Held,1598709350,danheld,530292,1000,62762,5141
Ja'han Jones,196798263,_Jahan,6373,1177,33994,80
CoinsKid,24671050,tomskiweb,116640,127,11045,617
Dr. Robin Kiera,243568454,stratorob,36405,12914,62660,715
OttoMattic,362787242,OttoMatticBaby,113935,773,314956,102
./kevinsekniqi 🔺 good vibes only,995834351316324352,kevinsekniqi,52843,792,4778,666
Saylor Academy,271578681,saylordotorg,102643,1181,11697,474
MrHumanity,1046250140313505792,MrHumanityGives,98191,128,44799,60
stacy-marie ishmael,14173930,s_m_i,47544,12583,2961,0
Will Mathis,386195888,MathisWilliam,2570,1150,4478,76
Bloomberg Politics,564111558,bpolitics,346303,933,207758,5355
Jason Nelson,739164545306918912,dragonwolftech,4293,4952,22533,66
JAKE ELLENBOGEN,27007967,JKBOGEN,11197,6970,92224,53
Financial Post,14216681,financialpost,88201,742,173612,1919
National Post,14216661,nationalpost,929174,172,367584,7632
John Nosta,19711691,JohnNosta,68459,51832,132607,2866
Phil Rosen,1392521493171511299,philrosenn,1168,987,1034,6
Ameer Rosic,449839063,AmeerRosic,26159,4640,52019,2600
Roman Olivier Gressier,147004582,romangressier,1079,1047,3016,11
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
Andreas,1469101279,aantonop,696990,0,30907,10556
"thetechrabbi.ethᵍᵐ (💾,💾)🔺",347303318,TheTechRabbi,23764,4480,37487,777
danielle muoio dunn,318199315,muoiod,4109,1309,103,194
muneeb.btc,14110443,muneeb,81280,509,11589,2193
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
Hedgeye,18719020,Hedgeye,120628,1130,77888,2613
News24,14697575,News24,4455035,716,388785,5134
Tom Emmer,2914515430,RepTomEmmer,46653,1133,7005,851
Andy Swan,690823,AndySwan,45676,167,235,613
Real Time Economics,16334857,WSJecon,862371,98,93024,13488
Dan Held,1598709350,danheld,530292,1000,62762,5141
Natalie ₿runell,543483223,natbrunell,155807,3660,12426,956
Replit ⠕,366289783,Replit,38315,1028,8474,423
Bitbuy,4898325354,bitbuy,8851,1352,5267,70
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
IGSquawk,1533387092,IGSquawk,59610,687,41298,1700
Tay,19748227,tayvano_,43246,6182,19865,1082
Jeremiah Owyang: jowyang.eth,79543,jowyang,246161,13229,89802,12129
National Review,19417492,NRO,331560,1361,135760,5828
Bloomberg,34713362,business,7858684,1372,759908,64632
Mark Gongloff,44358989,markgongloff,12387,3858,50078,435
Watcher.Guru,1387497871751196672,WatcherGuru,575224,20,4401,961
Bloomberg Crypto,928759224599040001,crypto,818929,87,8352,11439
AMBCrypto,946431618444677120,CryptoAmb,38246,0,23073,327
Shane Hazel,123036487,ShaneTHazel,33797,2662,26538,112
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Lolli 🍭,971046392872521730,trylolli,65132,1245,19623,515
Numbrs,1251697254,Numbrs,171389,52,760,435
Fed Up Cassandra,101002059,Frances_Coppola,66261,5184,575602,2189
Intuit TurboTax,1125151,turbotax,54830,929,28851,675
Mike Murphy,15535595,mcwm,25094,998,123019,855
Evan Davis,19530134,EvanHD,498370,1607,13016,3103
LeGate,38029205,williamlegate,179123,5207,128689,1070
Telegraph Investing,1687932025,TelegraphInvest,8812,886,6576,137
Zamandlovu Ndlovu💉😷,38536833,Ms_ZamaNdlovu,44734,2848,24496,202
Outlook Magazine,22763833,Outlookindia,237141,181,416154,1528
Coin Bureau (guy.eth),906230721513181184,coinbureau,608879,169,10372,3913
Preston Byrne,151936663,prestonjbyrne,51795,2580,12261,1813
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Robert Burgess,2724082992,BobOnMarkets,8806,1321,25816,347
TheStreet,15281391,TheStreet,822147,1241,220405,7312
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
André Di Mauro,96389470,andredimauro,94888,2162,15279,83
Forbes,91478624,Forbes,17422579,5144,357798,61313
Eze Vidra,7458572,ediggs,19516,1414,23080,952
"Peter H. Diamandis, MD",14710129,PeterDiamandis,164225,1383,7541,4055
Neer Varshney,158316437,neer_varshney,611,282,750,22
The Floor,978732571738755072,TheMoonCarl,968299,582,12546,3500
Coinsquare,2316553800,Coinsquare,26777,1535,6321,218
Crypto India 🔑,939169550674796544,CryptooIndia,201076,699,5303,220
Frontline,53000919,frontline_india,46276,7,26120,469
Bitcoin Magazine,361289499,BitcoinMagazine,2042007,679,20264,12389
The Block,963767159536209921,TheBlock__,219788,39,16959,3356
Delta Investment Tracker,901501366664912896,get_delta,35813,125,5543,429
Hedgeye,18719020,Hedgeye,120628,1130,77888,2613
Hut 8 Mining,936286246015418368,Hut8Mining,29515,296,1049,295
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
Eric Balchunas,149571760,EricBalchunas,96094,2523,47104,1875
Market Rebellion,817007725666242561,MarketRebels,183911,267,38677,1775
Steve Ranger,113609203,steveranger,7958,1563,7026,386
"Mike ""(3,3)"" McDonald",43362712,MikeMcDonald89,72100,400,12140,922
BusinessDay,217456838,BusinessDayNg,76897,215,228629,616
TotemFi,1310598965646299136,TotemFi,22371,1925,1319,66
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
Above the Law,22783783,atlblog,183570,1531,68917,3131
Ran NeuNer,58487473,cryptomanran,574367,2694,12068,4436
Poloniex Exchange,2288889440,Poloniex,445670,82,8428,3642
Jeff Bollier,53156689,JeffBollier,3186,3176,30376,103
U.S. News Investing,204916935,USNewsInvesting,14204,222,33534,476
The Wolf Of All Streets,17351167,scottmelker,787227,1092,101617,7648
IQ Option Official,3302867673,IQOption,32810,14,4724,104
nic carter,420308365,nic__carter,298089,2851,44688,5089
Ben Greenfield,15804746,bengreenfield,87337,131,33060,1584
Kyle Hill (kaleazy.btc),253389790,kaleazy,10413,1019,14570,190
JV Rufino,2525132424,JVRufinoINQ,2793,2185,61522,105
Bradley Chambers,15439333,bradleychambers,5448,148,556,256
Ryan Gorman,454311887,GormoExJourno,3909,1661,97220,129
Thomson Reuters Foundation News,15762575,TRF_Stories,86499,2167,100490,3438
Jeff Elder,14478614,JeffElder,85871,14009,26371,1157
Record Newspapers - Shaw Local,2450071958,KCRNewspapers,1468,2339,24302,25
The New York Times,807095,nytimes,51462519,867,460900,212628
Bitwage,2368346192,Bitwage,15291,2392,3281,321
TheNewsMinute,2227695199,thenewsminute,196700,1009,239105,1132
Ameer Rosic,449839063,AmeerRosic,26159,4640,52019,2600
Ohara Davies,2151628147,OharaDavies,41982,540,11710,97
Oliver Renick,1580555131,OJRenick,13615,808,26374,285
Numbrs,1251697254,Numbrs,171389,52,760,435
MSN Money,40533912,MSN_Money,120692,177,31375,1887
DT Next,3991108098,dt_next,12116,441,153746,699
Derek Ross 🌋⚡,9768732,derekmross,7131,3449,43845,206
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Partisia Blockchain Foundation,1325444999367036928,partisiampc,145978,39,334,135
Fed Up Cassandra,101002059,Frances_Coppola,66261,5184,575602,2189
CoinDesk,1333467482,CoinDesk,2643044,1466,88471,19236
Michael Saylor⚡️,244647486,saylor,2162219,552,2968,12750
Perth Heat ₿ase₿all,49529836,PerthHeat,7445,1950,18092,128
Chris Brogan/Chief of Staff,10202,chrisbrogan,322827,711,209335,23478
Kitco NEWS,138513820,KitcoNewsNOW,101060,1862,64463,1316
Hedgeye,18719020,Hedgeye,120628,1130,77888,2613
Steve Stalinsky,3044974337,SteveStalinsky,5619,2945,5362,42
"phluffypony.lmdb (🖖,🖖)",386728215,fluffypony,123797,183,46194,1924
Bitcoin Magazine,361289499,BitcoinMagazine,2042007,679,20264,12389
Dominic Chu,37718217,TheDomino,63627,1589,51031,1180
Quartz,573918122,qz,385755,235,188507,9618
leeor.btc,3064895680,LeeorShimron,3063,796,1611,52
Pomp 🌪,339061487,APompliano,1482438,6475,62381,14218
New York Magazine,45564482,NYMag,1804487,986,204824,13608
Andres Oppenheimer,224400256,oppenheimera,524106,673,32619,3672
TNW,10876852,thenextweb,1670896,326,223240,30957
SportsAngle,60778805,SportsAngle,2144,3051,55735,64
Raphael Schön,173602716,raphschoen,8722,783,6668,96
Calvin Ayre,32318850,CalvinAyre,31784,296,73080,696
Intelligencer,45565185,intelligencer,80861,1562,79308,2255
Emily Stewart,110564722,EmilyStewartM,10468,4432,19153,246
David Weigel,13524182,daveweigel,606773,12261,263578,12812
Kraken Exchange,1399148563,krakenfx,1293296,120,6378,7426
GZERO Media,937778257952432128,gzeromedia,41477,637,12499,615
Yunus Emre,1380634160,yunusemre,2571,632,4865,0
Gareth Soloway,259354209,GarethSoloway,63007,17,16029,622
Dominic Gwinn,7742732,DominicGwinn,3761,1073,19166,86
David Gokhshtein,170049408,davidgokhshtein,594364,717,83075,2225
Justin Miller,164397041,justinjm1,63275,3014,5842,1452
Markets Insider,65448361,MktsInsider,69048,51,141822,2256
"Michael A. Gayed, CFA",227755413,leadlagreport,581214,1,36175,2325
Hindustan Times Tech,3305925577,HTTech,17779,185,33805,110
muneeb.btc,14110443,muneeb,81280,509,11589,2193
François Remy,571561129,francois_remy,3210,1701,13490,160
ZDNet,3819701,ZDNet,464907,205,334487,12031
Jeffrey James,818397819501281280,jeffreyjamestv,2187,334,8691,7
African Business Magazine,397938481,AfricanBizMag,24419,971,10316,408
NYT Business,1754641,nytimesbusiness,834317,462,241368,15340
Dan Nathan,271211220,RiskReversal,104262,998,7449,1803
James Bowater | Your Crypto Insider,1005086192789016576,CityAM_Crypto,5691,4002,7854,65
Forbes India,22205952,ForbesIndia,1280402,570,77917,1952
Jamie Redman,2897392085,jamieCrypto,10759,1818,8883,430
KUCOIN,910110294625492992,kucoincom,1466773,843,14237,5999
Telangana Today,4767528991,TelanganaToday,244068,0,149660,131
Jay Warren,631988208,JayWarrenWCPO,3020,1002,7188,119
🥷 Gokhshtein Media,1061044193269833728,gokhshteinmedia,63874,354,11214,145
The Floor,978732571738755072,TheMoonCarl,968299,582,12546,3500
Vauld,982364348038303744,VauldOfficial,14904,6,2641,74
Blockworks,989912836901089282,Blockworks_,158053,4848,13207,1477
Aviva Investors,4172211688,avivainvestors,8573,539,3264,99
VICE UK,15995155,VICEUK,433132,7548,148799,3245
Crypto.com,864347902029709314,cryptocom,1714559,476,6163,8478
Imani,21620436,MoiseNoise,5411,1222,9173,108
Bloomberg Opinion,227682918,bopinion,408648,734,215259,5853
Adam Liaw,29947296,adamliaw,111818,1617,31105,713
Keith McCullough,18378349,KeithMcCullough,207095,784,217830,3593
Token Metrics,1136430327176581120,tokenmetricsinc,37845,56,4471,404
KTNV 13 Action News,16396368,KTNV,191302,2294,186590,1455
Michael Schack,21078369,michaelschack,4660,1642,9729,73
The Block,963767159536209921,TheBlock__,219788,39,16959,3356
Ahmedabad Mirror,124121096,ahmedabadmirror,44188,281,48926,169
CryptoCompare,2270186526,CryptoCompare,33641,1535,10466,959
Kristin Myers,1300293152,KristinReports,4409,2895,5276,54
ET CISO,808603384437608448,ET_CISO,2025,99,12128,21
CNBC Int'l PR,28528172,cnbcipr,11264,966,46830,481
Rand Merchant Bank,259604418,RMBCIB,13826,247,20851,116
UnHerd,844169711072002048,unherd,80780,115,42017,650
Phemex,1171719416389591041,Phemex_official,395082,398,3571,243
Ángel García Banchs,92376011,garciabanchs,360399,2061,140814,2027
Peter McLasso ☠️,893818632089763840,PeterMcCormack,455295,2767,46303,4505
ZebPay,2705856996,zebpay,81685,569,10201,304
Numbrs,1251697254,Numbrs,171389,52,760,435
ABC News,28785486,ABC,17066713,495,374414,64199
Digital Asset Investor,991345218678116353,digitalassetbuy,241229,5126,15711,839
Ajeet Khurana,14624558,AjeetK,16713,735,5739,215
National Herald,2590835076,NH_India,110972,328,71747,283
Forbes India,22205952,ForbesIndia,1280402,570,77917,1952
ForexLive,19399038,ForexLive,290637,1003,368188,5711
R.Sport,907134061264609281,republic_sports,37688,2,17643,50
Bitcoin News,3367334171,BTCTN,2312348,921,24849,10327
Yam,1379476164176121859,YKarkai,37947,1317,6841,317
Outlook Magazine,22763833,Outlookindia,237141,181,416154,1528
Lark Davis,30325257,TheCryptoLark,863451,448,39045,5309
Independent Voices,270569708,IndyVoices,72140,1975,83878,1103
Thomas Kralow,1252509835154919424,TKralow,1593,122,315,7
The Floor,978732571738755072,TheMoonCarl,968299,582,12546,3500
Alex Gladstein 🌋 ⚡,19721574,gladstein,159098,2704,76435,2001
Julian Liniger,922525702779387904,julian_liniger,2541,579,2704,26
PC Gamer,16736535,pcgamer,2342331,119,112702,6863
BadaBing,64856845,Luke_Bingham,11074,288,15991,44
CoryBernardi.com.au,80965423,corybernardi,49291,79,61,464
ZDNet,3819701,ZDNet,464907,205,334487,12031
Bloomberg Asia,588261604,BloombergAsia,89539,561,263842,1396
Business Report,80427563,busrep,104203,39675,151916,1181
Alpesh B Patel OBE,18850192,alpeshbp,11852,993,42927,220
Slate,15164565,Slate,1771045,698,527873,30235
Bitget,1098881129057112064,bitgetglobal,117921,335,2987,38
Jeff Booth,16461706,JeffBooth,299874,5116,7467,2469
ETMarkets,81083096,ETMarkets,567660,198,232622,2134
مهرة فلكناز,239016699,Mahra,18768,912,37018,41
TeluguStop.com,947147264,telugustop,45223,805,105712,12
Zee News English,18071358,ZeeNewsEnglish,5551802,31,411774,3500
iambhutia.ΞTH 🆘,7530602,iambhutia,11675,8921,74812,313
Citizen TV Kenya,70394965,citizentvkenya,3871916,163,626690,1858
Gulf Business,21177142,GulfBusiness,17057,436,35912,346
CNBC-TV18,631810714,CNBCTV18News,1015277,178,237863,1943
TODAY,2483954344,todayng,228043,0,258839,387
JAYECANE,35837162,Jayecane,242659,241,182872,427
Karl T. Muth 🌐✈️📊,2462262230,KarlMuth,11086,100,2665,203
MyBroadband,14881608,mybroadband,109563,68,77077,783
CrystalHefner.eth,22959589,crystalhefner,512336,24317,1673,3068
